REF_DATE,GEO,DGUID,Alternative measures,UOM,UOM_ID,SCALAR_FACTOR,SCALAR_ID,VECTOR,COORDINATE,VALUE,STATUS,SYMBOL,TERMINATED,DECIMALS
2013-10,Canada,2016A000011124,"Measure of core inflation based on a factor model, CPI-common (year-over-year percent change)",Percent,239,units,0,v108785713,1.1,1.1,,,,1
2013-11,Canada,2016A000011124,"Measure of core inflation based on a factor model, CPI-common (year-over-year percent change)",Percent,239,units,0,v108785713,1.1,0.9,,,,1
2013-12,Canada,2016A000011124,"Measure of core inflation based on a factor model, CPI-common (year-over-year percent change)",Percent,239,units,0,v108785713,1.1,1.1,,,,1
2014-01,Canada,2016A000011124,"Measure of core inflation based on a factor model, CPI-common (year-over-year percent change)",Percent,239,units,0,v108785713,1.1,1.2,,,,1
2014-02,Canada,2016A000011124,"Measure of core inflation based on a factor model, CPI-common (year-over-year percent change)",Percent,239,units,0,v108785713,1.1,1.2,,,,1
2014-03,Canada,2016A000011124,"Measure of core inflation based on a factor model, CPI-common (year-over-year percent change)",Percent,239,units,0,v108785713,1.1,1.3,,,,1
2014-04,Canada,2016A000011124,"Measure of core inflation based on a factor model, CPI-common (year-over-year percent change)",Percent,239,units,0,v108785713,1.1,1.3,,,,1
2014-05,Canada,2016A000011124,"Measure of core inflation based on a factor model, CPI-common (year-over-year percent change)",Percent,239,units,0,v108785713,1.1,1.3,,,,1
2014-06,Canada,2016A000011124,"Measure of core inflation based on a factor model, CPI-common (year-over-year percent change)",Percent,239,units,0,v108785713,1.1,1.4,,,,1
2014-07,Canada,2016A000011124,"Measure of core inflation based on a factor model, CPI-common (year-over-year percent change)",Percent,239,units,0,v108785713,1.1,1.4,,,,1
2014-08,Canada,2016A000011124,"Measure of core inflation based on a factor model, CPI-common (year-over-year percent change)",Percent,239,units,0,v108785713,1.1,1.3,,,,1
2014-09,Canada,2016A000011124,"Measure of core inflation based on a factor model, CPI-common (year-over-year percent change)",Percent,239,units,0,v108785713,1.1,1.3,,,,1
2014-10,Canada,2016A000011124,"Measure of core inflation based on a factor model, CPI-common (year-over-year percent change)",Percent,239,units,0,v108785713,1.1,1.4,,,,1
2014-11,Canada,2016A000011124,"Measure of core inflation based on a factor model, CPI-common (year-over-year percent change)",Percent,239,units,0,v108785713,1.1,1.6,,,,1
2014-12,Canada,2016A000011124,"Measure of core inflation based on a factor model, CPI-common (year-over-year percent change)",Percent,239,units,0,v108785713,1.1,1.5,,,,1
2015-01,Canada,2016A000011124,"Measure of core inflation based on a factor model, CPI-common (year-over-year percent change)",Percent,239,units,0,v108785713,1.1,1.7,,,,1
2015-02,Canada,2016A000011124,"Measure of core inflation based on a factor model, CPI-common (year-over-year percent change)",Percent,239,units,0,v108785713,1.1,1.5,,,,1
2015-03,Canada,2016A000011124,"Measure of core inflation based on a factor model, CPI-common (year-over-year percent change)",Percent,239,units,0,v108785713,1.1,1.5,,,,1
2015-04,Canada,2016A000011124,"Measure of core inflation based on a factor model, CPI-common (year-over-year percent change)",Percent,239,units,0,v108785713,1.1,1.6,,,,1
2015-05,Canada,2016A000011124,"Measure of core inflation based on a factor model, CPI-common (year-over-year percent change)",Percent,239,units,0,v108785713,1.1,1.8,,,,1
2015-06,Canada,2016A000011124,"Measure of core inflation based on a factor model, CPI-common (year-over-year percent change)",Percent,239,units,0,v108785713,1.1,1.8,,,,1
2015-07,Canada,2016A000011124,"Measure of core inflation based on a factor model, CPI-common (year-over-year percent change)",Percent,239,units,0,v108785713,1.1,1.8,,,,1
2015-08,Canada,2016A000011124,"Measure of core inflation based on a factor model, CPI-common (year-over-year percent change)",Percent,239,units,0,v108785713,1.1,1.9,,,,1
2015-09,Canada,2016A000011124,"Measure of core inflation based on a factor model, CPI-common (year-over-year percent change)",Percent,239,units,0,v108785713,1.1,1.9,,,,1
2015-10,Canada,2016A000011124,"Measure of core inflation based on a factor model, CPI-common (year-over-year percent change)",Percent,239,units,0,v108785713,1.1,1.9,,,,1
2015-11,Canada,2016A000011124,"Measure of core inflation based on a factor model, CPI-common (year-over-year percent change)",Percent,239,units,0,v108785713,1.1,2.0,,,,1
2015-12,Canada,2016A000011124,"Measure of core inflation based on a factor model, CPI-common (year-over-year percent change)",Percent,239,units,0,v108785713,1.1,1.9,,,,1
2016-01,Canada,2016A000011124,"Measure of core inflation based on a factor model, CPI-common (year-over-year percent change)",Percent,239,units,0,v108785713,1.1,2.0,,,,1
2016-02,Canada,2016A000011124,"Measure of core inflation based on a factor model, CPI-common (year-over-year percent change)",Percent,239,units,0,v108785713,1.1,1.9,,,,1
2016-03,Canada,2016A000011124,"Measure of core inflation based on a factor model, CPI-common (year-over-year percent change)",Percent,239,units,0,v108785713,1.1,1.9,,,,1
2016-04,Canada,2016A000011124,"Measure of core inflation based on a factor model, CPI-common (year-over-year percent change)",Percent,239,units,0,v108785713,1.1,1.9,,,,1
2016-05,Canada,2016A000011124,"Measure of core inflation based on a factor model, CPI-common (year-over-year percent change)",Percent,239,units,0,v108785713,1.1,1.8,,,,1
2016-06,Canada,2016A000011124,"Measure of core inflation based on a factor model, CPI-common (year-over-year percent change)",Percent,239,units,0,v108785713,1.1,1.7,,,,1
2016-07,Canada,2016A000011124,"Measure of core inflation based on a factor model, CPI-common (year-over-year percent change)",Percent,239,units,0,v108785713,1.1,1.6,,,,1
2016-08,Canada,2016A000011124,"Measure of core inflation based on a factor model, CPI-common (year-over-year percent change)",Percent,239,units,0,v108785713,1.1,1.6,,,,1
2016-09,Canada,2016A000011124,"Measure of core inflation based on a factor model, CPI-common (year-over-year percent change)",Percent,239,units,0,v108785713,1.1,1.4,,,,1
2016-10,Canada,2016A000011124,"Measure of core inflation based on a factor model, CPI-common (year-over-year percent change)",Percent,239,units,0,v108785713,1.1,1.3,,,,1
2016-11,Canada,2016A000011124,"Measure of core inflation based on a factor model, CPI-common (year-over-year percent change)",Percent,239,units,0,v108785713,1.1,1.1,,,,1
2016-12,Canada,2016A000011124,"Measure of core inflation based on a factor model, CPI-common (year-over-year percent change)",Percent,239,units,0,v108785713,1.1,1.2,,,,1
2017-01,Canada,2016A000011124,"Measure of core inflation based on a factor model, CPI-common (year-over-year percent change)",Percent,239,units,0,v108785713,1.1,1.1,,,,1
2017-02,Canada,2016A000011124,"Measure of core inflation based on a factor model, CPI-common (year-over-year percent change)",Percent,239,units,0,v108785713,1.1,1.2,,,,1
2017-03,Canada,2016A000011124,"Measure of core inflation based on a factor model, CPI-common (year-over-year percent change)",Percent,239,units,0,v108785713,1.1,1.1,,,,1
2017-04,Canada,2016A000011124,"Measure of core inflation based on a factor model, CPI-common (year-over-year percent change)",Percent,239,units,0,v108785713,1.1,1.0,,,,1
2017-05,Canada,2016A000011124,"Measure of core inflation based on a factor model, CPI-common (year-over-year percent change)",Percent,239,units,0,v108785713,1.1,0.9,,,,1
2017-06,Canada,2016A000011124,"Measure of core inflation based on a factor model, CPI-common (year-over-year percent change)",Percent,239,units,0,v108785713,1.1,1.0,,,,1
2017-07,Canada,2016A000011124,"Measure of core inflation based on a factor model, CPI-common (year-over-year percent change)",Percent,239,units,0,v108785713,1.1,1.1,,,,1
2017-08,Canada,2016A000011124,"Measure of core inflation based on a factor model, CPI-common (year-over-year percent change)",Percent,239,units,0,v108785713,1.1,1.2,,,,1
2017-09,Canada,2016A000011124,"Measure of core inflation based on a factor model, CPI-common (year-over-year percent change)",Percent,239,units,0,v108785713,1.1,1.3,,,,1
2017-10,Canada,2016A000011124,"Measure of core inflation based on a factor model, CPI-common (year-over-year percent change)",Percent,239,units,0,v108785713,1.1,1.3,,,,1
2017-11,Canada,2016A000011124,"Measure of core inflation based on a factor model, CPI-common (year-over-year percent change)",Percent,239,units,0,v108785713,1.1,1.4,,,,1
2017-12,Canada,2016A000011124,"Measure of core inflation based on a factor model, CPI-common (year-over-year percent change)",Percent,239,units,0,v108785713,1.1,1.6,,,,1
2018-01,Canada,2016A000011124,"Measure of core inflation based on a factor model, CPI-common (year-over-year percent change)",Percent,239,units,0,v108785713,1.1,1.6,,,,1
2018-02,Canada,2016A000011124,"Measure of core inflation based on a factor model, CPI-common (year-over-year percent change)",Percent,239,units,0,v108785713,1.1,1.8,,,,1
2018-03,Canada,2016A000011124,"Measure of core inflation based on a factor model, CPI-common (year-over-year percent change)",Percent,239,units,0,v108785713,1.1,1.8,,,,1
2018-04,Canada,2016A000011124,"Measure of core inflation based on a factor model, CPI-common (year-over-year percent change)",Percent,239,units,0,v108785713,1.1,1.8,,,,1
2018-05,Canada,2016A000011124,"Measure of core inflation based on a factor model, CPI-common (year-over-year percent change)",Percent,239,units,0,v108785713,1.1,1.8,,,,1
2018-06,Canada,2016A000011124,"Measure of core inflation based on a factor model, CPI-common (year-over-year percent change)",Percent,239,units,0,v108785713,1.1,1.9,,,,1
2018-07,Canada,2016A000011124,"Measure of core inflation based on a factor model, CPI-common (year-over-year percent change)",Percent,239,units,0,v108785713,1.1,2.0,,,,1
2018-08,Canada,2016A000011124,"Measure of core inflation based on a factor model, CPI-common (year-over-year percent change)",Percent,239,units,0,v108785713,1.1,2.0,,,,1
2018-09,Canada,2016A000011124,"Measure of core inflation based on a factor model, CPI-common (year-over-year percent change)",Percent,239,units,0,v108785713,1.1,1.8,,,,1
2018-10,Canada,2016A000011124,"Measure of core inflation based on a factor model, CPI-common (year-over-year percent change)",Percent,239,units,0,v108785713,1.1,1.9,,,,1
2018-11,Canada,2016A000011124,"Measure of core inflation based on a factor model, CPI-common (year-over-year percent change)",Percent,239,units,0,v108785713,1.1,1.8,,,,1
2018-12,Canada,2016A000011124,"Measure of core inflation based on a factor model, CPI-common (year-over-year percent change)",Percent,239,units,0,v108785713,1.1,1.8,,,,1
2019-01,Canada,2016A000011124,"Measure of core inflation based on a factor model, CPI-common (year-over-year percent change)",Percent,239,units,0,v108785713,1.1,1.7,,,,1
2019-02,Canada,2016A000011124,"Measure of core inflation based on a factor model, CPI-common (year-over-year percent change)",Percent,239,units,0,v108785713,1.1,1.9,,,,1
2019-03,Canada,2016A000011124,"Measure of core inflation based on a factor model, CPI-common (year-over-year percent change)",Percent,239,units,0,v108785713,1.1,2.0,,,,1
2019-04,Canada,2016A000011124,"Measure of core inflation based on a factor model, CPI-common (year-over-year percent change)",Percent,239,units,0,v108785713,1.1,2.1,,,,1
2019-05,Canada,2016A000011124,"Measure of core inflation based on a factor model, CPI-common (year-over-year percent change)",Percent,239,units,0,v108785713,1.1,2.2,,,,1
2019-06,Canada,2016A000011124,"Measure of core inflation based on a factor model, CPI-common (year-over-year percent change)",Percent,239,units,0,v108785713,1.1,2.1,,,,1
2019-07,Canada,2016A000011124,"Measure of core inflation based on a factor model, CPI-common (year-over-year percent change)",Percent,239,units,0,v108785713,1.1,2.2,,,,1
2019-08,Canada,2016A000011124,"Measure of core inflation based on a factor model, CPI-common (year-over-year percent change)",Percent,239,units,0,v108785713,1.1,2.1,,,,1
2019-09,Canada,2016A000011124,"Measure of core inflation based on a factor model, CPI-common (year-over-year percent change)",Percent,239,units,0,v108785713,1.1,2.4,,,,1
2019-10,Canada,2016A000011124,"Measure of core inflation based on a factor model, CPI-common (year-over-year percent change)",Percent,239,units,0,v108785713,1.1,2.4,,,,1
2019-11,Canada,2016A000011124,"Measure of core inflation based on a factor model, CPI-common (year-over-year percent change)",Percent,239,units,0,v108785713,1.1,2.5,,,,1
2019-12,Canada,2016A000011124,"Measure of core inflation based on a factor model, CPI-common (year-over-year percent change)",Percent,239,units,0,v108785713,1.1,2.4,,,,1
2020-01,Canada,2016A000011124,"Measure of core inflation based on a factor model, CPI-common (year-over-year percent change)",Percent,239,units,0,v108785713,1.1,2.3,,,,1
2020-02,Canada,2016A000011124,"Measure of core inflation based on a factor model, CPI-common (year-over-year percent change)",Percent,239,units,0,v108785713,1.1,2.0,,,,1
2020-03,Canada,2016A000011124,"Measure of core inflation based on a factor model, CPI-common (year-over-year percent change)",Percent,239,units,0,v108785713,1.1,1.6,,,,1
2020-04,Canada,2016A000011124,"Measure of core inflation based on a factor model, CPI-common (year-over-year percent change)",Percent,239,units,0,v108785713,1.1,1.5,,,,1
2020-05,Canada,2016A000011124,"Measure of core inflation based on a factor model, CPI-common (year-over-year percent change)",Percent,239,units,0,v108785713,1.1,1.2,,,,1
2020-06,Canada,2016A000011124,"Measure of core inflation based on a factor model, CPI-common (year-over-year percent change)",Percent,239,units,0,v108785713,1.1,1.3,,,,1
2020-07,Canada,2016A000011124,"Measure of core inflation based on a factor model, CPI-common (year-over-year percent change)",Percent,239,units,0,v108785713,1.1,1.1,,,,1
2020-08,Canada,2016A000011124,"Measure of core inflation based on a factor model, CPI-common (year-over-year percent change)",Percent,239,units,0,v108785713,1.1,1.3,,,,1
2020-09,Canada,2016A000011124,"Measure of core inflation based on a factor model, CPI-common (year-over-year percent change)",Percent,239,units,0,v108785713,1.1,1.3,,,,1
2020-10,Canada,2016A000011124,"Measure of core inflation based on a factor model, CPI-common (year-over-year percent change)",Percent,239,units,0,v108785713,1.1,1.5,,,,1
2020-11,Canada,2016A000011124,"Measure of core inflation based on a factor model, CPI-common (year-over-year percent change)",Percent,239,units,0,v108785713,1.1,1.6,,,,1
2020-12,Canada,2016A000011124,"Measure of core inflation based on a factor model, CPI-common (year-over-year percent change)",Percent,239,units,0,v108785713,1.1,1.4,,,,1
2021-01,Canada,2016A000011124,"Measure of core inflation based on a factor model, CPI-common (year-over-year percent change)",Percent,239,units,0,v108785713,1.1,1.5,,,,1
2021-02,Canada,2016A000011124,"Measure of core inflation based on a factor model, CPI-common (year-over-year percent change)",Percent,239,units,0,v108785713,1.1,1.5,,,,1
2021-03,Canada,2016A000011124,"Measure of core inflation based on a factor model, CPI-common (year-over-year percent change)",Percent,239,units,0,v108785713,1.1,2.1,,,,1
2021-04,Canada,2016A000011124,"Measure of core inflation based on a factor model, CPI-common (year-over-year percent change)",Percent,239,units,0,v108785713,1.1,2.3,,,,1
2021-05,Canada,2016A000011124,"Measure of core inflation based on a factor model, CPI-common (year-over-year percent change)",Percent,239,units,0,v108785713,1.1,2.8,,,,1
2021-06,Canada,2016A000011124,"Measure of core inflation based on a factor model, CPI-common (year-over-year percent change)",Percent,239,units,0,v108785713,1.1,2.8,,,,1
2021-07,Canada,2016A000011124,"Measure of core inflation based on a factor model, CPI-common (year-over-year percent change)",Percent,239,units,0,v108785713,1.1,3.0,,,,1
2021-08,Canada,2016A000011124,"Measure of core inflation based on a factor model, CPI-common (year-over-year percent change)",Percent,239,units,0,v108785713,1.1,3.3,,,,1
2021-09,Canada,2016A000011124,"Measure of core inflation based on a factor model, CPI-common (year-over-year percent change)",Percent,239,units,0,v108785713,1.1,3.5,,,,1
2021-10,Canada,2016A000011124,"Measure of core inflation based on a factor model, CPI-common (year-over-year percent change)",Percent,239,units,0,v108785713,1.1,3.4,,,,1
2021-11,Canada,2016A000011124,"Measure of core inflation based on a factor model, CPI-common (year-over-year percent change)",Percent,239,units,0,v108785713,1.1,3.6,,,,1
2021-12,Canada,2016A000011124,"Measure of core inflation based on a factor model, CPI-common (year-over-year percent change)",Percent,239,units,0,v108785713,1.1,3.7,,,,1
2022-01,Canada,2016A000011124,"Measure of core inflation based on a factor model, CPI-common (year-over-year percent change)",Percent,239,units,0,v108785713,1.1,4.1,,,,1
2022-02,Canada,2016A000011124,"Measure of core inflation based on a factor model, CPI-common (year-over-year percent change)",Percent,239,units,0,v108785713,1.1,4.6,,,,1
2022-03,Canada,2016A000011124,"Measure of core inflation based on a factor model, CPI-common (year-over-year percent change)",Percent,239,units,0,v108785713,1.1,5.2,,,,1
2022-04,Canada,2016A000011124,"Measure of core inflation based on a factor model, CPI-common (year-over-year percent change)",Percent,239,units,0,v108785713,1.1,5.6,,,,1
2022-05,Canada,2016A000011124,"Measure of core inflation based on a factor model, CPI-common (year-over-year percent change)",Percent,239,units,0,v108785713,1.1,6.3,,,,1
2022-06,Canada,2016A000011124,"Measure of core inflation based on a factor model, CPI-common (year-over-year percent change)",Percent,239,units,0,v108785713,1.1,6.5,,,,1
2022-07,Canada,2016A000011124,"Measure of core inflation based on a factor model, CPI-common (year-over-year percent change)",Percent,239,units,0,v108785713,1.1,6.8,,,,1
2022-08,Canada,2016A000011124,"Measure of core inflation based on a factor model, CPI-common (year-over-year percent change)",Percent,239,units,0,v108785713,1.1,6.5,,,,1
2022-09,Canada,2016A000011124,"Measure of core inflation based on a factor model, CPI-common (year-over-year percent change)",Percent,239,units,0,v108785713,1.1,6.5,,,,1
2022-10,Canada,2016A000011124,"Measure of core inflation based on a factor model, CPI-common (year-over-year percent change)",Percent,239,units,0,v108785713,1.1,6.5,,,,1
2022-11,Canada,2016A000011124,"Measure of core inflation based on a factor model, CPI-common (year-over-year percent change)",Percent,239,units,0,v108785713,1.1,6.8,,,,1
2022-12,Canada,2016A000011124,"Measure of core inflation based on a factor model, CPI-common (year-over-year percent change)",Percent,239,units,0,v108785713,1.1,6.6,,,,1
2023-01,Canada,2016A000011124,"Measure of core inflation based on a factor model, CPI-common (year-over-year percent change)",Percent,239,units,0,v108785713,1.1,6.6,,,,1
2023-02,Canada,2016A000011124,"Measure of core inflation based on a factor model, CPI-common (year-over-year percent change)",Percent,239,units,0,v108785713,1.1,6.4,,,,1
2010-01,Canada,2016A000011124,"Measure of core inflation based on a weighted median approach, CPI-median (year-over-year percent change)",Percent,239,units,0,v108785714,1.2,1.7,,,,1
2010-02,Canada,2016A000011124,"Measure of core inflation based on a weighted median approach, CPI-median (year-over-year percent change)",Percent,239,units,0,v108785714,1.2,1.7,,,,1
2010-03,Canada,2016A000011124,"Measure of core inflation based on a weighted median approach, CPI-median (year-over-year percent change)",Percent,239,units,0,v108785714,1.2,1.5,,,,1
2010-04,Canada,2016A000011124,"Measure of core inflation based on a weighted median approach, CPI-median (year-over-year percent change)",Percent,239,units,0,v108785714,1.2,1.7,,,,1
2010-05,Canada,2016A000011124,"Measure of core inflation based on a weighted median approach, CPI-median (year-over-year percent change)",Percent,239,units,0,v108785714,1.2,1.6,,,,1
2010-06,Canada,2016A000011124,"Measure of core inflation based on a weighted median approach, CPI-median (year-over-year percent change)",Percent,239,units,0,v108785714,1.2,1.5,,,,1
2010-07,Canada,2016A000011124,"Measure of core inflation based on a weighted median approach, CPI-median (year-over-year percent change)",Percent,239,units,0,v108785714,1.2,1.6,,,,1
2010-08,Canada,2016A000011124,"Measure of core inflation based on a weighted median approach, CPI-median (year-over-year percent change)",Percent,239,units,0,v108785714,1.2,1.6,,,,1
2010-09,Canada,2016A000011124,"Measure of core inflation based on a weighted median approach, CPI-median (year-over-year percent change)",Percent,239,units,0,v108785714,1.2,1.6,,,,1
2010-10,Canada,2016A000011124,"Measure of core inflation based on a weighted median approach, CPI-median (year-over-year percent change)",Percent,239,units,0,v108785714,1.2,1.7,,,,1
2010-11,Canada,2016A000011124,"Measure of core inflation based on a weighted median approach, CPI-median (year-over-year percent change)",Percent,239,units,0,v108785714,1.2,1.5,,,,1
2010-12,Canada,2016A000011124,"Measure of core inflation based on a weighted median approach, CPI-median (year-over-year percent change)",Percent,239,units,0,v108785714,1.2,1.6,,,,1
2011-01,Canada,2016A000011124,"Measure of core inflation based on a weighted median approach, CPI-median (year-over-year percent change)",Percent,239,units,0,v108785714,1.2,1.6,,,,1
2011-02,Canada,2016A000011124,"Measure of core inflation based on a weighted median approach, CPI-median (year-over-year percent change)",Percent,239,units,0,v108785714,1.2,1.4,,,,1
2011-03,Canada,2016A000011124,"Measure of core inflation based on a weighted median approach, CPI-median (year-over-year percent change)",Percent,239,units,0,v108785714,1.2,1.8,,,,1
2011-04,Canada,2016A000011124,"Measure of core inflation based on a weighted median approach, CPI-median (year-over-year percent change)",Percent,239,units,0,v108785714,1.2,1.8,,,,1
2011-05,Canada,2016A000011124,"Measure of core inflation based on a weighted median approach, CPI-median (year-over-year percent change)",Percent,239,units,0,v108785714,1.2,2.0,,,,1
2011-06,Canada,2016A000011124,"Measure of core inflation based on a weighted median approach, CPI-median (year-over-year percent change)",Percent,239,units,0,v108785714,1.2,2.0,,,,1
2011-07,Canada,2016A000011124,"Measure of core inflation based on a weighted median approach, CPI-median (year-over-year percent change)",Percent,239,units,0,v108785714,1.2,1.9,,,,1
2011-08,Canada,2016A000011124,"Measure of core inflation based on a weighted median approach, CPI-median (year-over-year percent change)",Percent,239,units,0,v108785714,1.2,2.1,,,,1
2011-09,Canada,2016A000011124,"Measure of core inflation based on a weighted median approach, CPI-median (year-over-year percent change)",Percent,239,units,0,v108785714,1.2,2.0,,,,1
2011-10,Canada,2016A000011124,"Measure of core inflation based on a weighted median approach, CPI-median (year-over-year percent change)",Percent,239,units,0,v108785714,1.2,1.9,,,,1
